,CustomerID,recency,frequency,monetary,cluster,class,qtylog
62,12424.0,162,1.4913616938342726,3.2459960448385368,1,Middle Spending Active customers ,
63,12425.0,78,1.568201724066995,2.8910912264677235,1,Middle Spending Active customers ,
64,12426.0,194,1.4913616938342726,2.7662120138509376,0,Best customers,
65,12427.0,21,1.3424226808222062,2.718750734739665,1,Middle Spending Active customers ,
66,12428.0,25,2.469822015978163,3.900774464217585,3,New Customers,
67,12429.0,9,1.8920946026904804,3.392679370131183,3,New Customers,
68,12430.0,43,1.0791812460476249,2.410608542568368,2,Low Spending Old customers,
69,12431.0,35,2.326335860928751,3.7569782370514213,3,New Customers,
70,12432.0,42,2.037426497940624,3.7041779812350466,3,New Customers,
71,12433.0,0,2.437750562820388,3.981807285477682,3,New Customers,
72,12434.0,84,1.7075701760979363,2.906948870476861,1,Middle Spending Active customers ,
73,12435.0,79,1.568201724066995,3.8938111235041077,3,New Customers,
74,12436.0,99,1.2304489213782739,2.707578691592528,2,Low Spending Old customers,
75,12437.0,1,2.3010299956639813,3.694816591861563,3,New Customers,
76,12438.0,14,1.99563519459755,3.4635719998993553,3,New Customers,
77,12442.0,3,1.1139433523068367,2.2381966993790137,2,Low Spending Old customers,
78,12444.0,21,2.247973266361807,3.6995307506424764,3,New Customers,
79,12445.0,22,0.6989700043360189,2.1283992687178066,2,Low Spending Old customers,
80,12446.0,57,1.7634279935629373,3.0014351408850666,1,Middle Spending Active customers ,
81,12447.0,243,1.4313637641589874,2.6789642806521305,0,Best customers,
82,12448.0,44,1.3617278360175928,2.6536465912546623,2,Low Spending Old customers,
83,12449.0,22,2.2833012287035497,3.6094119031766563,3,New Customers,
84,12450.0,156,0.9542425094393249,2.2985911112975694,0,Best customers,
85,12451.0,10,2.550228353055094,3.956001214128888,3,New Customers,
86,12452.0,16,1.3617278360175928,2.6350512476714676,2,Low Spending Old customers,
87,12453.0,134,1.6434526764861874,2.850088461106817,1,Middle Spending Active customers ,
88,12454.0,56,1.2041199826559248,3.547693498261125,1,Middle Spending Active customers ,
89,12455.0,73,1.9590413923210936,3.392320518832825,3,New Customers,
90,12456.0,44,2.100370545117563,3.502705634666342,3,New Customers,
91,12457.0,66,1.7993405494535817,3.3736897238471104,1,Middle Spending Active customers ,
92,12458.0,71,1.591064607026499,2.9769915453061504,1,Middle Spending Active customers ,
93,12461.0,94,1.5563025007672873,2.9179673909942196,1,Middle Spending Active customers ,
94,12462.0,18,1.7993405494535817,3.075762230506128,1,Middle Spending Active customers ,
95,12463.0,53,1.9242792860618816,3.128974069846995,1,Middle Spending Active customers ,
96,12464.0,10,1.4771212547196624,3.0838787021662974,1,Middle Spending Active customers ,
97,12465.0,17,1.6812412373755872,2.871099857371434,1,Middle Spending Active customers ,
98,12468.0,187,1.591064607026499,2.863644000289043,0,Best customers,
99,12471.0,2,2.5854607295085006,4.202779474647805,3,New Customers,
100,12472.0,32,2.4313637641589874,3.6938860438710375,3,New Customers,
101,12473.0,29,2.2278867046136734,3.5954466168311088,3,New Customers,
102,12474.0,17,2.6283889300503116,3.867867420283737,3,New Customers,
103,12475.0,53,1.568201724066995,2.8599664510159233,1,Middle Spending Active customers ,
104,12476.0,15,2.3654879848909,3.832826214937858,3,New Customers,
105,12477.0,22,2.4785664955938436,4.121255764447825,3,New Customers,
106,12478.0,3,1.568201724066995,2.8337780066555123,1,Middle Spending Active customers ,
107,12479.0,11,1.505149978319906,2.722798396870905,1,Middle Spending Active customers ,
108,12480.0,28,2.1903316981702914,3.516221934202398,3,New Customers,
109,12481.0,22,2.292256071356476,3.681781959162906,3,New Customers,
110,12483.0,17,1.8808135922807914,3.395497630369754,3,New Customers,
111,12484.0,32,2.5403294747908736,3.6573159689954613,3,New Customers,
112,12488.0,9,1.7481880270062005,3.1138297527402097,1,Middle Spending Active customers ,
113,12489.0,336,1.2041199826559248,2.526248789946678,0,Best customers,
114,12490.0,5,2.3909351071033793,3.7339135409717774,3,New Customers,
115,12491.0,38,1.4313637641589874,2.664077590185075,1,Middle Spending Active customers ,
116,12492.0,63,1.3222192947339193,2.4219492510628786,2,Low Spending Old customers,
117,12493.0,165,1.3617278360175928,2.6382296010375623,0,Best customers,
118,12494.0,15,1.8692317197309762,3.0735533970687445,1,Middle Spending Active customers ,
119,12497.0,81,1.1760912590556813,3.018742095762382,1,Middle Spending Active customers ,
120,12498.0,21,1.380211241711606,2.607133204391567,2,Low Spending Old customers,
121,12500.0,23,1.792391689498254,3.6292892849061698,3,New Customers,
122,12501.0,336,2.1760912590556813,3.3365377797607163,0,Best customers,
123,12502.0,95,2.1702617153949575,3.5711111202338826,3,New Customers,
124,12504.0,18,1.0,2.6839920864455538,2,Low Spending Old customers,
125,12506.0,232,1.380211241711606,1.8721562727482928,0,Best customers,
126,12507.0,134,1.3424226808222062,3.1158799901439154,1,Middle Spending Active customers ,
127,12508.0,26,1.845098040014257,2.601266679781316,1,Middle Spending Active customers ,
128,12509.0,284,0.9030899869919435,2.249198357391113,0,Best customers,
129,12510.0,142,1.5314789170422551,2.992805273794666,1,Middle Spending Active customers ,
130,12512.0,66,1.5440680443502757,2.1431085227625126,2,Low Spending Old customers,
131,12513.0,112,1.5563025007672873,2.7876658833566177,1,Middle Spending Active customers ,
132,12514.0,267,1.7160033436347992,3.0080377796295354,0,Best customers,
133,12516.0,77,1.4313637641589874,3.1182845715377314,1,Middle Spending Active customers ,
134,12517.0,28,2.45484486000851,3.3986065732056305,3,New Customers,
135,12518.0,0,2.0969100130080562,3.3134221567870696,3,New Customers,
136,12519.0,63,1.2787536009528289,2.53382287980914,2,Low Spending Old customers,
137,12520.0,79,2.184691430817599,3.4208234700209847,3,New Customers,
138,12521.0,142,1.591064607026499,2.7786431720934557,1,Middle Spending Active customers ,
139,12522.0,39,1.1139433523068367,2.287174460374502,2,Low Spending Old customers,
140,12523.0,19,2.0293837776852097,3.2530398102235867,3,New Customers,
141,12524.0,9,2.161368002234975,3.651928967627739,3,New Customers,
142,12526.0,0,1.8573324964312685,3.119803362327176,1,Middle Spending Active customers ,
143,12527.0,81,1.2787536009528289,2.543708051190357,2,Low Spending Old customers,
144,12528.0,9,1.968482948553935,3.2865642440419944,3,New Customers,
145,12530.0,59,1.8260748027008264,3.220965365406503,1,Middle Spending Active customers ,
146,12531.0,14,1.255272505103306,2.101128175838757,2,Low Spending Old customers,
147,12532.0,30,1.2304489213782739,2.5450967234550737,2,Low Spending Old customers,
148,12534.0,130,1.806179973983887,3.037498210374386,1,Middle Spending Active customers ,
149,12535.0,91,1.5440680443502757,2.8557311026426433,1,Middle Spending Active customers ,
150,12536.0,43,2.4183012913197452,4.100468078084214,3,New Customers,
151,12538.0,29,1.3424226808222062,2.5622333679864995,2,Low Spending Old customers,
152,12539.0,22,2.437750562820388,3.7458045115317646,3,New Customers,
153,12540.0,19,2.661812685537261,4.097612307054391,3,New Customers,
154,12541.0,29,1.724275869600789,2.992191086405163,1,Middle Spending Active customers ,
155,12544.0,36,1.3010299956639813,2.5725230978496376,2,Low Spending Old customers,
156,12545.0,75,1.7075701760979363,3.0006032501680395,1,Middle Spending Active customers ,
157,12546.0,46,1.845098040014257,3.0653929615619915,1,Middle Spending Active customers ,
158,12547.0,197,0.9542425094393249,2.3197304943302246,0,Best customers,
159,12548.0,166,0.7781512503836436,1.983175072037813,0,Best customers,
160,12550.0,79,1.7634279935629373,2.9849006910540856,1,Middle Spending Active customers ,
161,12552.0,38,1.3222192947339193,2.642286413095239,2,Low Spending Old customers,
162,12553.0,8,2.2833012287035497,3.5674122342270067,3,New Customers,
163,12556.0,50,2.0863598306747484,2.7815471505290597,1,Middle Spending Active customers ,
164,12557.0,16,1.462397997898956,4.05583532342345,3,New Customers,
165,12558.0,7,1.0791812460476249,2.432905183636574,2,Low Spending Old customers,
166,12559.0,310,1.3424226808222062,2.750284633132008,0,Best customers,
167,12560.0,5,2.0253058652647704,3.3293999135224706,3,New Customers,
168,12561.0,302,1.2304489213782739,2.379939722801916,0,Best customers,
169,12562.0,8,2.2278867046136734,3.577806491848978,3,New Customers,
170,12564.0,261,1.3424226808222062,2.660770643527697,0,Best customers,
171,12565.0,288,1.0,2.167080919673256,0,Best customers,
172,12566.0,86,1.3010299956639813,2.5473438881806207,2,Low Spending Old customers,
173,12567.0,22,2.561101383649056,3.872733005791801,3,New Customers,
174,12569.0,2,2.2764618041732443,3.615496592433233,3,New Customers,
175,12571.0,39,1.5440680443502757,2.7165125058844515,1,Middle Spending Active customers ,
176,12572.0,8,1.7853298350107671,3.0092043573423135,1,Middle Spending Active customers ,
177,12573.0,227,1.462397997898956,2.2082800785453096,0,Best customers,
178,12574.0,315,1.0791812460476249,2.341335585180992,0,Best customers,
179,12576.0,35,1.9493900066449128,3.119529712070841,1,Middle Spending Active customers ,
180,12577.0,35,1.9084850188786497,2.6654965627182383,1,Middle Spending Active customers ,
181,12578.0,21,2.060697840353612,3.4464610501404085,3,New Customers,
182,12579.0,78,1.4771212547196624,2.6448520064261425,1,Middle Spending Active customers ,
183,12580.0,246,1.3979400086720377,2.619823500457278,0,Best customers,
184,12581.0,39,1.2041199826559248,2.2982197233530903,2,Low Spending Old customers,
185,12582.0,238,1.3617278360175928,2.709575216979427,0,Best customers,
186,12583.0,2,2.357934847000454,3.8079758634491956,3,New Customers,
187,12584.0,3,1.9867717342662448,3.3690580722082673,3,New Customers,
188,12585.0,234,1.3617278360175928,2.891119129354553,0,Best customers,
189,12586.0,17,1.0791812460476249,2.2965335659289874,2,Low Spending Old customers,
190,12587.0,7,0.6989700043360189,2.161368002234975,2,Low Spending Old customers,
191,12588.0,39,1.0413926851582251,2.334252642334231,2,Low Spending Old customers,
192,12589.0,28,1.5563025007672873,2.8113604864876676,1,Middle Spending Active customers ,
193,12590.0,211,1.8388490907372552,3.994108535617335,3,New Customers,
194,12591.0,317,1.4313637641589874,2.656912339781423,0,Best customers,
195,12592.0,92,1.2787536009528289,2.642068627341504,2,Low Spending Old customers,
196,12593.0,108,1.3424226808222062,2.6223176608338443,2,Low Spending Old customers,
197,12594.0,37,2.0755469613925306,3.523645032902388,3,New Customers,
198,12596.0,51,1.4471580313422192,2.7918800414982887,1,Middle Spending Active customers ,
199,12597.0,19,2.315970345456918,3.581177955457648,3,New Customers,
200,12598.0,9,2.123851640967086,3.480593275949205,3,New Customers,
201,12599.0,29,1.7993405494535817,3.0143440970387076,1,Middle Spending Active customers ,
202,12600.0,28,1.7634279935629373,3.3664677853104368,1,Middle Spending Active customers ,
203,12601.0,189,1.462397997898956,2.76197291855294,0,Best customers,
204,12602.0,58,1.1139433523068367,2.1878590003409633,2,Low Spending Old customers,
205,12603.0,21,0.47712125471966244,2.869349080759093,2,Low Spending Old customers,
206,12604.0,79,1.2304489213782739,2.406846633097667,2,Low Spending Old customers,
207,12607.0,60,2.0086001717619175,3.198797247996592,1,Middle Spending Active customers ,
208,12609.0,78,1.7853298350107671,3.0522513438813093,1,Middle Spending Active customers ,
209,12610.0,22,2.0293837776852097,3.322330956101991,3,New Customers,
210,12611.0,52,1.8195439355418688,3.077120705029969,1,Middle Spending Active customers ,
211,12612.0,74,1.3010299956639813,2.848213757114063,1,Middle Spending Active customers ,
212,12613.0,57,2.187520720836463,3.5244454561934755,3,New Customers,
213,12614.0,277,1.3222192947339193,2.5005109105263372,0,Best customers,
214,12615.0,2,2.0253058652647704,3.360250613527284,3,New Customers,
215,12616.0,95,1.5185139398778875,2.8538806501245424,1,Middle Spending Active customers ,
216,12617.0,29,1.6334684555795864,2.552096079170465,1,Middle Spending Active customers ,
217,12618.0,21,1.0791812460476249,2.25117570000674,2,Low Spending Old customers,
218,12619.0,16,1.9590413923210936,3.561368559592212,3,New Customers,
219,12620.0,14,1.968482948553935,3.127237659187569,1,Middle Spending Active customers ,
220,12621.0,1,2.639486489268586,4.090152906365047,3,New Customers,
221,12622.0,232,1.0791812460476249,2.2579184503140586,0,Best customers,
222,12623.0,276,1.2787536009528289,2.4858633295973345,0,Best customers,
223,12624.0,106,1.591064607026499,2.8076229604165754,1,Middle Spending Active customers ,
224,12625.0,211,1.9395192526186185,3.428915174345748,1,Middle Spending Active customers ,
225,12626.0,23,2.469822015978163,3.820955071614184,3,New Customers,
226,12627.0,10,2.3636119798921444,3.6512324494636914,3,New Customers,
227,12628.0,4,1.6232492903979006,2.896228502499125,1,Middle Spending Active customers ,
228,12630.0,9,1.8129133566428555,3.1044461382021327,1,Middle Spending Active customers ,
229,12631.0,57,1.505149978319906,2.807196660710947,1,Middle Spending Active customers ,
230,12633.0,58,2.0086001717619175,3.335453888712591,3,New Customers,
231,12635.0,89,2.0086001717619175,3.227932958367507,1,Middle Spending Active customers ,
232,12637.0,67,2.5921767573958667,3.779805652509992,3,New Customers,
233,12638.0,33,1.6020599913279623,2.8278149716443015,1,Middle Spending Active customers ,
234,12639.0,238,1.3617278360175928,2.68761812957177,0,Best customers,
235,12640.0,23,1.7323937598229686,3.070252188864063,1,Middle Spending Active customers ,
236,12641.0,115,1.0413926851582251,2.271609301378832,2,Low Spending Old customers,
237,12642.0,25,1.6812412373755872,3.0061492982826095,1,Middle Spending Active customers ,
238,12643.0,128,1.3979400086720377,3.524479207868213,1,Middle Spending Active customers ,
239,12644.0,129,1.505149978319906,2.6802539055318055,1,Middle Spending Active customers ,
240,12645.0,33,1.8692317197309762,3.249486975544801,1,Middle Spending Active customers ,
241,12646.0,4,1.662757831681574,3.129680226784287,1,Middle Spending Active customers ,
242,12647.0,22,1.8808135922807914,3.403158284271525,3,New Customers,
243,12648.0,154,1.3424226808222062,2.50385874895841,0,Best customers,
244,12649.0,107,1.505149978319906,2.7955393969296067,1,Middle Spending Active customers ,
245,12650.0,3,1.3222192947339193,2.4989167640651666,2,Low Spending Old customers,
246,12651.0,334,1.0,2.060697840353612,0,Best customers,
247,12652.0,331,1.6901960800285136,2.964250199161074,0,Best customers,
248,12653.0,148,1.6434526764861874,3.3445592779101654,1,Middle Spending Active customers ,
249,12654.0,10,1.591064607026499,2.7803029074408383,1,Middle Spending Active customers ,
250,12656.0,17,2.103803720955957,3.6076876569531025,3,New Customers,
251,12657.0,11,1.6812412373755872,3.2159493610918117,1,Middle Spending Active customers ,
252,12658.0,18,1.568201724066995,2.836988343950282,1,Middle Spending Active customers ,
253,12659.0,29,0.7781512503836436,1.966986025117938,2,Low Spending Old customers,
254,12660.0,11,1.146128035678238,2.3911116137028023,2,Low Spending Old customers,
255,12662.0,0,2.3344537511509307,3.5550097589461,3,New Customers,
256,12664.0,8,1.5797835966168101,3.6886760513416275,3,New Customers,
257,12665.0,324,0.6020599913279624,1.806179973983887,0,Best customers,
258,12667.0,58,1.5314789170422551,2.793182505770767,1,Middle Spending Active customers ,
259,12668.0,11,2.1398790864012365,3.5235227605502546,3,New Customers,
260,12669.0,150,2.0086001717619175,3.4385470951479546,3,New Customers,
261,12670.0,10,1.968482948553935,3.476693988372058,3,New Customers,
262,12672.0,329,1.0413926851582251,2.355834495884936,0,Best customers,
263,12673.0,5,1.6334684555795864,2.7864106653749188,1,Middle Spending Active customers ,
264,12674.0,38,1.9242792860618816,3.2948188094826865,1,Middle Spending Active customers ,
265,12676.0,24,1.662757831681574,3.12463136451665,1,Middle Spending Active customers ,
266,12678.0,42,2.2068258760318495,4.240753368631745,3,New Customers,
267,12679.0,58,1.6901960800285136,3.04689298779612,1,Middle Spending Active customers ,
268,12680.0,0,1.724275869600789,2.9364182274027053,1,Middle Spending Active customers ,
269,12681.0,14,2.741151598851785,4.067086858032243,3,New Customers,
270,12682.0,3,2.678518379040114,4.049757840802193,3,New Customers,
271,12683.0,4,2.4638929889859074,3.8700812837793555,3,New Customers,
272,12684.0,7,2.0253058652647704,3.358815875316356,3,New Customers,
273,12685.0,28,2.1986570869544226,3.456985144597171,3,New Customers,
274,12688.0,113,2.2355284469075487,3.6879576933556617,3,New Customers,
275,12689.0,25,1.863322860120456,3.096426808832839,1,Middle Spending Active customers ,
276,12690.0,205,1.2304489213782739,2.5910757426396818,0,Best customers,
277,12691.0,28,1.4471580313422192,2.932879457823799,1,Middle Spending Active customers ,
278,12693.0,127,1.6020599913279623,2.9329352110061637,1,Middle Spending Active customers ,
279,12694.0,70,1.5797835966168101,2.9398535805696318,1,Middle Spending Active customers ,
280,12695.0,7,1.4471580313422192,2.7657430414210444,1,Middle Spending Active customers ,
281,12697.0,28,1.6232492903979006,2.9816328941242944,1,Middle Spending Active customers ,
282,12700.0,7,2.429752280002408,3.6938139749278274,3,New Customers,
283,12701.0,79,1.7323937598229686,2.9023891219154208,1,Middle Spending Active customers ,
284,12702.0,19,1.1139433523068367,2.342422680822206,2,Low Spending Old customers,
285,12703.0,71,1.3424226808222062,2.4541585899443437,2,Low Spending Old customers,
286,12704.0,7,1.9493900066449128,3.369557219732582,3,New Customers,
287,12705.0,15,2.484299839346786,3.7789676799502736,3,New Customers,
288,12707.0,291,1.5314789170422551,2.7813388265239207,0,Best customers,
289,12708.0,29,2.1583624920952498,3.400964303888183,3,New Customers,
290,12709.0,15,2.290034611362518,3.925406470662129,3,New Customers,
291,12710.0,96,1.8920946026904804,3.060705393235446,1,Middle Spending Active customers ,
292,12712.0,28,2.0569048513364727,3.5940056017883415,3,New Customers,
293,12713.0,0,1.591064607026499,2.9291889442234,1,Middle Spending Active customers ,
294,12714.0,9,2.4149733479708178,3.6730079979715478,3,New Customers,
295,12715.0,106,1.3424226808222062,2.5500570482111677,2,Low Spending Old customers,
296,12716.0,3,1.845098040014257,3.0230424655687136,1,Middle Spending Active customers ,
297,12717.0,151,1.7481880270062005,3.013671280649909,1,Middle Spending Active customers ,
298,12718.0,71,1.3010299956639813,2.378851946448881,2,Low Spending Old customers,
299,12719.0,5,1.6020599913279623,2.8101989025701744,1,Middle Spending Active customers ,
300,12720.0,2,2.4913616938342726,3.709744710983804,3,New Customers,
301,12721.0,31,2.167317334748176,3.3748454558591576,3,New Customers,
302,12722.0,85,1.7323937598229686,2.9994046086235118,1,Middle Spending Active customers ,
303,12723.0,3,1.845098040014257,2.860978492805098,1,Middle Spending Active customers ,
304,12724.0,5,1.7323937598229686,3.0138522025008374,1,Middle Spending Active customers ,
305,12726.0,28,2.0755469613925306,3.38735778703942,3,New Customers,
306,12727.0,10,2.146128035678238,3.600068535135711,3,New Customers,
307,12728.0,71,1.6720978579357175,2.922896651462748,1,Middle Spending Active customers ,
308,12729.0,113,1.4313637641589874,2.6570654187095046,2,Low Spending Old customers,
309,12731.0,23,2.413299764081252,4.251029782167303,3,New Customers,
310,12732.0,179,1.1139433523068367,2.3752245260657996,0,Best customers,
311,12733.0,234,1.3617278360175928,2.585404323964957,0,Best customers,
312,12735.0,315,1.6434526764861874,2.892411855829645,0,Best customers,
313,12736.0,332,0.6989700043360189,2.3710678622717363,0,Best customers,
314,12739.0,78,1.591064607026499,3.006055086591643,1,Middle Spending Active customers ,
315,12740.0,63,1.4471580313422192,2.63205216670581,1,Middle Spending Active customers ,
316,12743.0,134,2.130333768495006,2.738328593727102,1,Middle Spending Active customers ,
317,12744.0,51,2.3483048630481607,4.3279775420695135,3,New Customers,
318,12747.0,2,1.9493900066449128,3.542917502560853,3,New Customers,
319,12748.0,0,3.594171479114912,4.46971306064536,3,New Customers,
320,12749.0,3,2.3010299956639813,3.6119228889448154,3,New Customers,
321,12750.0,128,1.2041199826559248,2.4422915862860712,2,Low Spending Old customers,
322,12752.0,81,1.7323937598229686,3.640260755339488,3,New Customers,
323,12753.0,22,2.1760912590556813,4.251389981240594,3,New Customers,
324,12754.0,235,1.806179973983887,3.478817477011023,0,Best customers,
325,12755.0,280,0.6020599913279624,1.2683439139510646,0,Best customers,
326,12756.0,86,0.6989700043360189,2.053385799817482,2,Low Spending Old customers,
327,12757.0,15,2.5705429398818973,3.8953175512220146,3,New Customers,
328,12758.0,116,1.9912260756924949,3.446007178519436,3,New Customers,
329,12759.0,52,1.9822712330395684,3.1853834794847242,1,Middle Spending Active customers ,
330,12762.0,7,1.845098040014257,3.2786438705908765,1,Middle Spending Active customers ,
331,12763.0,138,0.47712125471966244,2.2430380486862944,2,Low Spending Old customers,
332,12764.0,316,1.662757831681574,3.2291389549386844,0,Best customers,
333,12766.0,3,2.41161970596323,3.7665124854429854,3,New Customers,
334,12769.0,238,1.5185139398778875,3.0586537415723702,0,Best customers,
335,12770.0,210,1.1139433523068367,3.131121218232961,0,Best customers,
336,12772.0,59,1.7481880270062005,2.9510799748011607,1,Middle Spending Active customers ,
337,12775.0,17,1.8260748027008264,3.1420889856073777,1,Middle Spending Active customers ,
338,12778.0,19,1.7075701760979363,2.915521188524368,1,Middle Spending Active customers ,
339,12779.0,37,2.1522883443830563,3.572197574612069,3,New Customers,
340,12781.0,63,1.414973347970818,2.91789394270583,1,Middle Spending Active customers ,
341,12782.0,4,1.9138138523837167,3.271474507429249,1,Middle Spending Active customers ,
342,12783.0,2,1.9294189257142926,3.347702665487924,3,New Customers,
343,12784.0,9,1.7781512503836436,2.7599849526858464,1,Middle Spending Active customers ,
344,12787.0,9,1.3222192947339193,2.667135288086842,2,Low Spending Old customers,
345,12789.0,65,0.6989700043360189,1.9677819080757992,2,Low Spending Old customers,
346,12790.0,192,1.3424226808222062,2.513111011656089,0,Best customers,
347,12792.0,256,1.414973347970818,2.6037288146557698,0,Best customers,
348,12793.0,334,1.255272505103306,2.6177130898634275,0,Best customers,
349,12794.0,53,1.662757831681574,2.935209909125688,1,Middle Spending Active customers ,
350,12795.0,18,1.1760912590556813,2.6349606700606385,2,Low Spending Old customers,
351,12798.0,10,0.9542425094393249,3.843733454611875,1,Middle Spending Active customers ,
352,12802.0,186,1.414973347970818,2.632031900508186,0,Best customers,
353,12808.0,36,1.3424226808222062,2.5505340865995074,2,Low Spending Old customers,
354,12809.0,177,1.414973347970818,2.6904707508854417,0,Best customers,
355,12811.0,260,1.505149978319906,2.7125234348776948,0,Best customers,
356,12812.0,44,1.2041199826559248,2.362934629380151,2,Low Spending Old customers,
357,12814.0,101,0.47712125471966244,2.1035300634283747,2,Low Spending Old customers,
358,12815.0,147,1.6812412373755872,3.027129346276297,1,Middle Spending Active customers ,
359,12816.0,95,1.4771212547196624,2.758306181725307,1,Middle Spending Active customers ,
360,12817.0,281,0.6989700043360189,2.222820481322168,0,Best customers,
361,12818.0,261,1.1760912590556813,3.18838844236769,0,Best customers,
362,12820.0,3,1.7781512503836436,2.974668250012736,1,Middle Spending Active customers ,
363,12821.0,214,0.8450980400142568,1.971832279924925,0,Best customers,
364,12822.0,70,1.6720978579357175,2.9776687435734788,1,Middle Spending Active customers ,
365,12823.0,74,0.7781512503836436,3.245636029406203,2,Low Spending Old customers,
366,12824.0,59,1.414973347970818,2.6000139953973656,2,Low Spending Old customers,
367,12826.0,2,1.919078092376074,3.1208107545227626,1,Middle Spending Active customers ,
368,12827.0,5,1.414973347970818,2.634628390436653,1,Middle Spending Active customers ,
369,12828.0,2,1.7558748556724915,3.008476678323536,1,Middle Spending Active customers ,
370,12829.0,336,0.8450980400142568,2.318585010078825,0,Best customers,
371,12830.0,37,1.591064607026499,3.83350664306403,3,New Customers,
